Data,Valor
2022-01-01,4.967141530112327
2022-01-02,-1.2691572324556513
2022-01-03,6.7038505625194
2022-01-04,15.570730394321638
2022-01-05,-1.8876543973730153
2022-01-06,-1.774068203287789
2022-01-07,16.472819662070457
2022-01-08,8.468390693852742
2022-01-09,-3.7873931742449134
2022-01-10,6.446207427423555
2022-01-11,-3.5003709664218388
2022-01-12,-3.4103562959321776
2022-01-13,3.7796291903950303
2022-01-14,-17.659807125824994
2022-01-15,-15.663276887488252
2022-01-16,-3.9241568010617485
2022-01-17,-8.316871048929022
2022-01-18,5.066533432408331
2022-01-19,-7.043668720595646
2022-01-20,-11.974067379304472
2022-01-21,16.917734297588055
2022-01-22,0.1156336652811536
2022-01-23,3.1606955882101837
2022-01-24,-11.65019090838043
2022-01-25,-2.734804595675228
2022-01-26,3.9298282788533374
2022-01-27,-8.577911859719652
2022-01-28,6.800261207215068
2022-01-29,-2.85201940155101
2022-01-30,0.34833963896612596
2022-01-31,-2.6410623668893156
2022-02-01,22.009323025664052
2022-02-02,3.4619110064669028
2022-02-03,-6.870085458429171
2022-02-04,12.042405904296228
2022-02-05,-8.28176050323908
2022-02-06,6.12481132285464
2022-02-07,-15.451252408181503
2022-02-08,-9.027370184003766
2022-02-09,6.331906106860234
2022-02-10,11.856518930040002
2022-02-11,6.293845250617183
2022-02-12,3.5317328566949664
2022-02-13,1.784969925257759
2022-02-14,-9.881689818337831
2022-02-15,-2.1876627260579093
2022-02-16,0.5113610742603916
2022-02-17,15.795654731215517
2022-02-18,8.767007436030646
2022-02-19,-12.193482407252453
2022-02-20,8.78355015165705
2022-02-21,1.7973698632521264
2022-02-22,-1.0158600115988268
2022-02-23,11.97496955755068
2022-02-24,16.27272218847101
2022-02-25,15.379716352964783
2022-02-26,-2.22140965637269
2022-02-27,3.182148784015568
2022-02-28,9.690064738169285
2022-03-01,16.235684880066835
2022-03-02,1.7909341326540895
2022-03-03,4.828163805429741
2022-03-04,-4.276890480086847
2022-03-05,-5.074278170221493
2022-03-06,15.113992751528905
2022-03-07,20.65169346869823
2022-03-08,6.469357401733924
2022-03-09,17.32455442002465
2022-03-10,11.004948543575718
2022-03-11,1.0363442968082301
2022-03-12,11.200036845130475
2022-03-13,23.0645655296983
2022-03-14,7.423633438222844
2022-03-15,23.525594034019257
2022-03-16,-18.221465411325408
2022-03-17,16.291398191280763
2022-03-18,9.038785601903774
2022-03-19,5.273732363691725
2022-03-20,9.27644871556683
2022-03-21,-11.42227399093017
2022-03-22,6.350804628693986
2022-03-23,12.212286779932203
2022-03-24,23.513263369242843
2022-03-25,3.6443020241271107
2022-03-26,0.8342640553507845
2022-03-27,3.993335318562548
2022-03-28,18.25613763090149
2022-03-29,12.480338552610732
2022-03-30,3.9854320334711515
2022-03-31,14.505405978100429
2022-04-01,10.432691062387057
2022-04-02,19.23703116576209
2022-04-03,2.618193244639837
2022-04-04,6.449718372467126
2022-04-05,5.892342233867769
2022-04-06,-4.735177938617804
2022-04-07,12.947181560411229
2022-04-08,12.681993886999782
2022-04-09,10.207488934627907
2022-04-10,7.894842804901873
2022-04-11,-3.8291911630698454
2022-04-12,6.201303319091059
2022-04-13,7.063285705139921
2022-04-14,2.5497624419614056
2022-04-15,9.041208169383394
2022-04-16,14.775525884674286
2022-04-17,29.677246271094532
2022-04-18,12.640949318223884
2022-04-19,13.549869136402696
2022-04-20,10.308506382737402
2022-04-21,-8.056743821823673
2022-04-22,10.94323109884408
2022-04-23,11.887468502722752
2022-04-24,35.993775447174286
2022-04-25,9.513320348869971
2022-04-26,14.527363281405936
2022-04-27,11.239112686737105
2022-04-28,-0.026832279167427586
2022-04-29,23.161267712265428
2022-04-30,19.324831736646626
2022-05-01,19.787649757824433
2022-05-02,2.854648361283177
2022-05-03,26.047019141058612
2022-05-04,-1.9295241693396274
2022-05-05,18.026821979293935
2022-05-06,34.13142293717474
2022-05-07,2.3894670679595897
2022-05-08,6.699161661475278
2022-05-09,13.425303288825836
2022-05-10,7.460022912355327
2022-05-11,-2.946528764581016
2022-05-12,13.310394854746095
2022-05-13,2.0657182385021553
2022-05-14,17.487997949679983
2022-05-15,3.62047490684553
2022-05-16,28.376027633291873
2022-05-17,5.105437161729241
2022-05-18,9.7779590833842
2022-05-19,21.193665778746407
2022-05-20,0.8090825911989459
2022-05-21,15.450867685483063
2022-05-22,26.30554659320677
2022-05-23,-2.783556712369286
2022-05-24,15.194074469655106
2022-05-25,16.00232559403245
2022-05-26,21.276787552312214
2022-05-27,1.1434102760763842
2022-05-28,0.36200517526871323
2022-05-29,18.838934310284344
2022-05-30,16.641604269362656
2022-05-31,16.228214618967105
2022-06-01,17.238584697793247
2022-06-02,7.023958049224139
2022-06-03,16.19612939259361
2022-06-04,16.852987175662747
2022-06-05,6.8266995748822685
2022-06-06,32.67518994814859
2022-06-07,18.802283428126835
2022-06-08,2.1967055151801684
2022-06-09,20.7203383663433
2022-06-10,4.452321587516497
2022-06-11,22.113593300142696
2022-06-12,25.87158378888644
2022-06-13,6.120956168530771
2022-06-14,24.002961522881716
2022-06-15,18.537698865482454
2022-06-16,22.67044806535909
2022-06-17,33.456999735466624
2022-06-18,12.073677891564042
2022-06-19,7.02795142917528
2022-06-20,5.707186909946948
2022-06-21,6.48050989061746
2022-06-22,13.903139923714265
2022-06-23,18.120483184636896
2022-06-24,17.509939441601748
2022-06-25,23.048193050600077
2022-06-26,14.938969252699108
2022-06-27,29.376141157326025
2022-06-28,12.225342054573847
2022-06-29,42.10397172946173
2022-06-30,21.188582674132252
2022-07-01,6.389222057298715
2022-07-02,4.280020248528121
2022-07-03,19.84107611746837
2022-07-04,12.808389976305648
2022-07-05,22.208947818943454
2022-07-06,19.826503466332923
2022-07-07,14.390281895783382
2022-07-08,6.674337322530597
